frame,image_path,steer,throttle,brake
42767,rgb/042767.jpg,-0.00193,0.20393,0.0
34436,rgb/034436.jpg,-0.1963,0.3019,0.0
3670,rgb/003670.jpg,0.08556,0.43138,0.0
44270,rgb/044270.jpg,0.19344,0.27452,0.0
43358,rgb/043358.jpg,-0.21357,0.22354,0.0
7137,rgb/007137.jpg,0.25369,0.22559,0.0
25300,rgb/025300.jpg,0.15241,0.14119,0.0
16603,rgb/016603.jpg,0.05399,0.45472,0.0
7145,rgb/007145.jpg,0.24998,0.22728,0.0
27845,rgb/027845.jpg,0.25972,0.33873,0.0
15769,rgb/015769.jpg,-0.11895,0.34119,0.0
39413,rgb/039413.jpg,-0.0298,0.22354,0.0
24449,rgb/024449.jpg,-0.049,0.34119,0.0
2636,rgb/002636.jpg,0.21858,0.13351,0.0
21251,rgb/021251.jpg,0.2097,0.22354,0.0
44550,rgb/044550.jpg,0.04399,0.27452,0.0
10206,rgb/010206.jpg,-0.06082,0.38432,0.0
7876,rgb/007876.jpg,-3e-05,0.34899,0.0
44851,rgb/044851.jpg,-0.0,0.27452,0.0
21248,rgb/021248.jpg,0.23006,0.22354,0.0
28342,rgb/028342.jpg,0.17658,0.14647,0.0
24897,rgb/024897.jpg,0.21485,0.36864,0.0
1875,rgb/001875.jpg,-0.00047,0.38432,0.0
28757,rgb/028757.jpg,-4e-05,0.35859,0.0
27100,rgb/027100.jpg,0.09262,0.29805,0.0
15596,rgb/015596.jpg,-0.17746,0.34119,0.0
37837,rgb/037837.jpg,0.13143,0.23669,0.0
38864,rgb/038864.jpg,-0.08147,0.27452,0.0
16178,rgb/016178.jpg,0.1642,0.36901,0.0
31260,rgb/031260.jpg,-0.08515,0.37648,0.0
7658,rgb/007658.jpg,0.19839,0.08237,0.0
1520,rgb/001520.jpg,0.08383,0.29021,0.0
31870,rgb/031870.jpg,-0.02333,0.32158,0.0
8479,rgb/008479.jpg,-0.19458,0.33332,0.0
34465,rgb/034465.jpg,-0.08051,0.30197,0.0
30439,rgb/030439.jpg,-1e-05,0.23138,0.0
44541,rgb/044541.jpg,0.06243,0.27452,0.0
29266,rgb/029266.jpg,-0.03833,0.02095,0.0
40307,rgb/040307.jpg,0.08998,0.29021,0.0
20237,rgb/020237.jpg,0.2351,0.05173,0.0
9050,rgb/009050.jpg,-0.11009,0.33727,0.0
30337,rgb/030337.jpg,0.09723,0.23138,0.0
43337,rgb/043337.jpg,-0.25085,0.22354,0.0
38798,rgb/038798.jpg,0.27012,0.30566,0.0
2651,rgb/002651.jpg,0.17303,0.13335,0.0
33829,rgb/033829.jpg,-0.0539,0.34119,0.0
10663,rgb/010663.jpg,-0.03166,0.38432,0.0
43330,rgb/043330.jpg,-0.25455,0.22354,0.0
36678,rgb/036678.jpg,0.06487,0.33727,0.0
8400,rgb/008400.jpg,-0.09523,0.00786,0.0
7071,rgb/007071.jpg,0.13512,0.14119,0.0
45975,rgb/045975.jpg,0.09224,0.27452,0.0
15163,rgb/015163.jpg,-0.08301,0.34897,0.0
43257,rgb/043257.jpg,0.1645,0.21957,0.0
30975,rgb/030975.jpg,-0.04582,0.29413,0.0
15609,rgb/015609.jpg,-0.25075,0.34119,0.0
21218,rgb/021218.jpg,0.2991,0.22354,0.0
45593,rgb/045593.jpg,-0.03467,0.27452,0.0
32768,rgb/032768.jpg,-0.0661,0.34119,0.0
39907,rgb/039907.jpg,-0.05033,0.29021,0.0
42083,rgb/042083.jpg,0.25758,0.21172,0.0
1614,rgb/001614.jpg,0.09276,0.38432,0.0
30296,rgb/030296.jpg,0.20454,0.23138,0.0
1177,rgb/001177.jpg,0.15767,0.2699,0.0
31245,rgb/031245.jpg,-0.14019,0.37648,0.0
10923,rgb/010923.jpg,-0.04397,0.38432,0.0
15701,rgb/015701.jpg,-0.21103,0.34119,0.0
39807,rgb/039807.jpg,-0.05554,0.30785,0.0
11947,rgb/011947.jpg,-0.04236,0.38432,0.0
19125,rgb/019125.jpg,0.20575,0.26668,0.0
31224,rgb/031224.jpg,-0.11541,0.37648,0.0
12937,rgb/012937.jpg,-0.10914,0.31374,0.0
34179,rgb/034179.jpg,-0.12797,0.28626,0.0
1153,rgb/001153.jpg,0.40437,0.26654,0.0
40336,rgb/040336.jpg,0.25518,0.29021,0.0
42652,rgb/042652.jpg,0.13572,0.20001,0.0
27283,rgb/027283.jpg,0.04855,0.29805,0.0
7763,rgb/007763.jpg,0.10992,0.26668,0.0
1629,rgb/001629.jpg,0.09287,0.38432,0.0
5353,rgb/005353.jpg,0.1244,0.32132,0.0
40760,rgb/040760.jpg,0.12039,0.29021,0.0
20507,rgb/020507.jpg,-0.04031,0.36689,0.0
7848,rgb/007848.jpg,-0.04361,0.34217,0.0
2503,rgb/002503.jpg,-0.19456,0.30981,0.0
10350,rgb/010350.jpg,-0.09374,0.38432,0.0
21232,rgb/021232.jpg,0.31155,0.22354,0.0
38004,rgb/038004.jpg,0.09966,0.30197,0.0
27905,rgb/027905.jpg,0.06478,0.34119,0.0
37583,rgb/037583.jpg,-0.26264,0.15586,0.0
5055,rgb/005055.jpg,0.0,0.38824,0.0
28409,rgb/028409.jpg,0.1874,0.33725,0.0
38817,rgb/038817.jpg,0.16012,0.27863,0.0
12880,rgb/012880.jpg,-0.05694,0.35873,0.0
38791,rgb/038791.jpg,0.27231,0.30414,0.0
207,rgb/000207.jpg,0.043,0.0,0.0
29395,rgb/029395.jpg,0.26587,0.31374,0.0
39756,rgb/039756.jpg,-0.26994,0.31252,0.0
20257,rgb/020257.jpg,0.26588,0.19733,0.0
2565,rgb/002565.jpg,0.09258,0.289,0.0
30741,rgb/030741.jpg,-0.25588,0.28184,0.0
43716,rgb/043716.jpg,-0.04785,0.38432,0.0
44068,rgb/044068.jpg,-0.0,0.27452,0.0
34857,rgb/034857.jpg,-0.05721,0.31766,0.0
37859,rgb/037859.jpg,0.04293,0.30149,0.0
39683,rgb/039683.jpg,0.13891,0.24315,0.0
26534,rgb/026534.jpg,0.09006,0.0,0.0
3933,rgb/003933.jpg,0.03869,0.43138,0.0
29432,rgb/029432.jpg,0.16363,0.31374,0.0
24895,rgb/024895.jpg,0.22432,0.36864,0.0
39666,rgb/039666.jpg,0.20977,0.24315,0.0
25458,rgb/025458.jpg,0.05686,0.14119,0.0
7119,rgb/007119.jpg,0.24379,0.19406,0.0
44469,rgb/044469.jpg,0.10918,0.27452,0.0
15680,rgb/015680.jpg,-0.21298,0.34119,0.0
15723,rgb/015723.jpg,-0.21103,0.34119,0.0
15657,rgb/015657.jpg,-0.2135,0.34119,0.0
32652,rgb/032652.jpg,-0.05594,0.34119,0.0
20259,rgb/020259.jpg,0.2668,0.20193,0.0
27557,rgb/027557.jpg,-0.06988,0.29805,0.0
25410,rgb/025410.jpg,0.0776,0.14119,0.0
16407,rgb/016407.jpg,0.04446,0.4157,0.0
11762,rgb/011762.jpg,-0.01598,0.38432,0.0
230,rgb/000230.jpg,0.03684,0.07295,0.0
19148,rgb/019148.jpg,0.1633,0.26668,0.0
7156,rgb/007156.jpg,0.20834,0.23121,0.0
27793,rgb/027793.jpg,0.07784,0.11462,0.0
43647,rgb/043647.jpg,0.11577,0.38432,0.0
7502,rgb/007502.jpg,1e-05,0.34903,0.0
37229,rgb/037229.jpg,-0.03228,0.38384,0.0
34599,rgb/034599.jpg,0.11459,0.30197,0.0
20675,rgb/020675.jpg,0.05415,0.37256,0.0
30311,rgb/030311.jpg,0.11305,0.23138,0.0
17926,rgb/017926.jpg,0.09924,0.38824,0.0
43374,rgb/043374.jpg,-0.16402,0.22354,0.0
45281,rgb/045281.jpg,-0.0,0.27452,0.0
22779,rgb/022779.jpg,0.30505,0.19217,0.0
27086,rgb/027086.jpg,0.0907,0.29805,0.0
37052,rgb/037052.jpg,0.0,0.33727,0.0
25353,rgb/025353.jpg,0.27593,0.14119,0.0
3424,rgb/003424.jpg,-0.01186,0.41177,0.0
38780,rgb/038780.jpg,0.26727,0.26561,0.0
27146,rgb/027146.jpg,0.08382,0.29805,0.0
8405,rgb/008405.jpg,-0.11276,0.00786,0.0
2433,rgb/002433.jpg,-0.1828,0.30282,0.0
23696,rgb/023696.jpg,0.10844,0.16082,0.0
31414,rgb/031414.jpg,-0.0,0.31368,0.0
9097,rgb/009097.jpg,-0.09779,0.33727,0.0
2490,rgb/002490.jpg,-0.24855,0.30981,0.0
6759,rgb/006759.jpg,0.0,0.32158,0.0
43581,rgb/043581.jpg,-0.09875,0.22354,0.0
3176,rgb/003176.jpg,-0.0,0.41177,0.0
32563,rgb/032563.jpg,-0.08648,0.34119,0.0
40348,rgb/040348.jpg,0.28805,0.29021,0.0
1660,rgb/001660.jpg,0.06827,0.38432,0.0
2642,rgb/002642.jpg,0.20819,0.13337,0.0
7743,rgb/007743.jpg,0.27865,0.26667,0.0
38050,rgb/038050.jpg,0.10511,0.30197,0.0
30711,rgb/030711.jpg,-0.22925,0.24752,0.0
35679,rgb/035679.jpg,0.12636,0.2141,0.0
23796,rgb/023796.jpg,0.12388,0.21961,0.0
37608,rgb/037608.jpg,-0.25069,0.21552,0.0
3654,rgb/003654.jpg,0.09192,0.43138,0.0
30017,rgb/030017.jpg,0.28623,0.21962,0.0
32716,rgb/032716.jpg,-0.08612,0.34119,0.0
30727,rgb/030727.jpg,-0.26039,0.27264,0.0
3904,rgb/003904.jpg,-0.0013,0.43138,0.0
19601,rgb/019601.jpg,0.13213,0.3004,0.0
42626,rgb/042626.jpg,0.14302,0.20001,0.0
29371,rgb/029371.jpg,0.2041,0.31372,0.0
42097,rgb/042097.jpg,0.17754,0.21178,0.0
29127,rgb/029127.jpg,0.22945,0.30568,0.0
14371,rgb/014371.jpg,-3e-05,0.40001,0.0
44509,rgb/044509.jpg,0.07258,0.27452,0.0
23161,rgb/023161.jpg,0.22189,0.0,0.0
4580,rgb/004580.jpg,-0.00217,0.38824,0.0
24827,rgb/024827.jpg,0.16032,0.07357,0.0
19615,rgb/019615.jpg,0.22823,0.29809,0.0
10596,rgb/010596.jpg,-0.01237,0.38432,0.0
43554,rgb/043554.jpg,-0.1145,0.22354,0.0
34581,rgb/034581.jpg,0.11412,0.30197,0.0
37545,rgb/037545.jpg,-0.19421,0.09021,0.0
29973,rgb/029973.jpg,0.28176,0.21962,0.0
39667,rgb/039667.jpg,0.20879,0.24315,0.0
23838,rgb/023838.jpg,0.04395,0.23043,0.0
9095,rgb/009095.jpg,-0.10342,0.33727,0.0
34855,rgb/034855.jpg,-0.06054,0.31766,0.0
30287,rgb/030287.jpg,0.25163,0.23138,0.0
15101,rgb/015101.jpg,-0.15612,0.27053,0.0
9967,rgb/009967.jpg,0.0,0.3804,0.0
16795,rgb/016795.jpg,-0.02417,0.45491,0.0
34393,rgb/034393.jpg,-0.12292,0.23818,0.0
15731,rgb/015731.jpg,-0.21103,0.34119,0.0
21914,rgb/021914.jpg,0.11079,0.21199,0.0
34653,rgb/034653.jpg,0.05634,0.30197,0.0
4680,rgb/004680.jpg,0.0,0.38824,0.0
31333,rgb/031333.jpg,-0.08047,0.15423,0.0
28360,rgb/028360.jpg,0.24637,0.15198,0.0
29076,rgb/029076.jpg,0.26726,0.00011,0.0
15125,rgb/015125.jpg,-0.13819,0.27795,0.0
29099,rgb/029099.jpg,0.31761,0.09301,0.0
12013,rgb/012013.jpg,-0.04074,0.38432,0.0
29064,rgb/029064.jpg,0.15981,0.00348,0.0
37808,rgb/037808.jpg,0.21774,0.21172,0.0
40469,rgb/040469.jpg,-0.05668,0.29021,0.0
32578,rgb/032578.jpg,-0.098,0.34119,0.0
37539,rgb/037539.jpg,-0.17721,0.09021,0.0
12272,rgb/012272.jpg,0.0,0.34903,0.0
4381,rgb/004381.jpg,0.10167,0.38824,0.0
5313,rgb/005313.jpg,0.09534,0.19885,0.0
399,rgb/000399.jpg,0.0,0.14511,0.0
16312,rgb/016312.jpg,0.0,0.41177,0.0
15069,rgb/015069.jpg,-0.13949,0.25158,0.0
29360,rgb/029360.jpg,0.15857,0.31343,0.0
38895,rgb/038895.jpg,-0.06915,0.27452,0.0
5338,rgb/005338.jpg,0.11639,0.31188,0.0
32636,rgb/032636.jpg,-0.05217,0.34119,0.0
11127,rgb/011127.jpg,-0.04709,0.21976,0.0
40366,rgb/040366.jpg,0.1969,0.29021,0.0
22340,rgb/022340.jpg,0.22668,0.18531,0.0
7693,rgb/007693.jpg,0.25223,0.25353,0.0
26882,rgb/026882.jpg,-0.0423,0.29805,0.0
7234,rgb/007234.jpg,-0.02284,0.33472,0.0
39716,rgb/039716.jpg,-0.22624,0.24315,0.0
30716,rgb/030716.jpg,-0.23797,0.26512,0.0
2518,rgb/002518.jpg,-0.09658,0.30981,0.0
12886,rgb/012886.jpg,-0.08489,0.35398,0.0
46007,rgb/046007.jpg,0.1171,0.27452,0.0
46202,rgb/046202.jpg,-0.0,0.27452,0.0
3690,rgb/003690.jpg,0.05153,0.43138,0.0
38792,rgb/038792.jpg,0.27233,0.30458,0.0
39709,rgb/039709.jpg,-0.15146,0.24315,0.0
42544,rgb/042544.jpg,0.18603,0.10917,0.0
8442,rgb/008442.jpg,-0.1738,0.28599,0.0
29152,rgb/029152.jpg,0.12041,0.32548,0.0
29137,rgb/029137.jpg,0.18376,0.32408,0.0
32585,rgb/032585.jpg,-0.09814,0.34119,0.0
35671,rgb/035671.jpg,0.1253,0.16251,0.0
40377,rgb/040377.jpg,0.05873,0.29021,0.0
29091,rgb/029091.jpg,0.31706,0.00589,0.0
10325,rgb/010325.jpg,-0.09977,0.38432,0.0
15750,rgb/015750.jpg,-0.21103,0.34119,0.0
24281,rgb/024281.jpg,0.25617,0.25489,0.0
11089,rgb/011089.jpg,-0.09082,0.38432,0.0
25807,rgb/025807.jpg,0.26076,0.17648,0.0
34181,rgb/034181.jpg,-0.12518,0.28627,0.0
23132,rgb/023132.jpg,0.16691,0.00269,0.0
39616,rgb/039616.jpg,0.04397,0.24315,0.0
6122,rgb/006122.jpg,0.0,0.30589,0.0
1139,rgb/001139.jpg,0.25553,0.25901,0.0
37528,rgb/037528.jpg,-0.11113,0.09031,0.0
25868,rgb/025868.jpg,0.20341,0.17648,0.0
22339,rgb/022339.jpg,0.22652,0.17648,0.0
9907,rgb/009907.jpg,0.0,0.3804,0.0
37576,rgb/037576.jpg,-0.25026,0.12883,0.0
21214,rgb/021214.jpg,0.27223,0.22354,0.0
8432,rgb/008432.jpg,-0.13896,0.23709,0.0
43389,rgb/043389.jpg,-0.10162,0.22354,0.0
43505,rgb/043505.jpg,-0.18732,0.22354,0.0
2836,rgb/002836.jpg,0.1209,0.41177,0.0
15749,rgb/015749.jpg,-0.21103,0.34119,0.0
24846,rgb/024846.jpg,0.23196,0.21239,0.0
35872,rgb/035872.jpg,-0.0011,0.32158,0.0
29080,rgb/029080.jpg,0.28797,3e-05,0.0
35680,rgb/035680.jpg,0.12638,0.22626,0.0
30263,rgb/030263.jpg,0.2799,0.23138,0.0
26557,rgb/026557.jpg,0.22185,0.0,0.0
8480,rgb/008480.jpg,-0.19513,0.33332,0.0
34233,rgb/034233.jpg,-0.08073,0.29018,0.0
18690,rgb/018690.jpg,0.07497,0.38824,0.0
30967,rgb/030967.jpg,-0.03388,0.29413,0.0
19115,rgb/019115.jpg,0.20566,0.26668,0.0
25861,rgb/025861.jpg,0.25445,0.17648,0.0
9045,rgb/009045.jpg,-0.11415,0.33727,0.0
29478,rgb/029478.jpg,-0.04524,0.31374,0.0
29109,rgb/029109.jpg,0.30607,0.20875,0.0
10322,rgb/010322.jpg,-0.10034,0.38432,0.0
16150,rgb/016150.jpg,0.2877,0.16474,0.0
2195,rgb/002195.jpg,0.0,0.38432,0.0
34206,rgb/034206.jpg,-0.09837,0.28629,0.0
40415,rgb/040415.jpg,0.05485,0.29021,0.0
23764,rgb/023764.jpg,0.12726,0.1866,0.0
20718,rgb/020718.jpg,0.13633,0.37256,0.0
20238,rgb/020238.jpg,0.23921,0.05841,0.0
22036,rgb/022036.jpg,0.05563,0.2706,0.0
19137,rgb/019137.jpg,0.19592,0.26668,0.0
21239,rgb/021239.jpg,0.27888,0.22354,0.0
19139,rgb/019139.jpg,0.18983,0.26668,0.0
21925,rgb/021925.jpg,0.17097,0.21179,0.0
2425,rgb/002425.jpg,-0.16043,0.2933,0.0
15648,rgb/015648.jpg,-0.22948,0.34119,0.0
31069,rgb/031069.jpg,-0.02665,0.37648,0.0
42628,rgb/042628.jpg,0.14652,0.20001,0.0
40325,rgb/040325.jpg,0.18454,0.29021,0.0
20766,rgb/020766.jpg,0.04387,0.37256,0.0
40365,rgb/040365.jpg,0.21386,0.29021,0.0
14636,rgb/014636.jpg,-0.05063,0.40001,0.0
37537,rgb/037537.jpg,-0.16991,0.09022,0.0
32110,rgb/032110.jpg,-0.02618,0.32158,0.0
20235,rgb/020235.jpg,0.22469,0.03835,0.0
22768,rgb/022768.jpg,0.27369,0.19217,0.0
15601,rgb/015601.jpg,-0.23254,0.34119,0.0
21201,rgb/021201.jpg,0.17945,0.22354,0.0
15092,rgb/015092.jpg,-0.14447,0.26964,0.0
42033,rgb/042033.jpg,0.27181,0.05916,0.0
1508,rgb/001508.jpg,0.0932,0.29021,0.0
26551,rgb/026551.jpg,0.1946,0.0,0.0
25289,rgb/025289.jpg,0.08618,0.14113,0.0
791,rgb/000791.jpg,0.07826,0.33379,0.0
34158,rgb/034158.jpg,-0.13662,0.28235,0.0
22350,rgb/022350.jpg,0.22699,0.26726,0.0
29934,rgb/029934.jpg,0.12742,0.19645,0.0
37786,rgb/037786.jpg,0.20742,0.19849,0.0
43377,rgb/043377.jpg,-0.14972,0.22354,0.0
28352,rgb/028352.jpg,0.22621,0.14519,0.0
9419,rgb/009419.jpg,-1e-05,0.33727,0.0
22356,rgb/022356.jpg,0.23721,0.29653,0.0
20484,rgb/020484.jpg,-0.02997,0.3303,0.0
10331,rgb/010331.jpg,-0.09659,0.38432,0.0
27805,rgb/027805.jpg,0.1759,0.11377,0.0
37791,rgb/037791.jpg,0.21632,0.20563,0.0
9122,rgb/009122.jpg,-0.05478,0.33727,0.0
23752,rgb/023752.jpg,0.15661,0.1608,0.0
27128,rgb/027128.jpg,0.09435,0.29805,0.0
44800,rgb/044800.jpg,-0.00363,0.27452,0.0
36750,rgb/036750.jpg,0.06896,0.33727,0.0
41255,rgb/041255.jpg,0.0,0.29021,0.0
22027,rgb/022027.jpg,0.05339,0.2706,0.0
26994,rgb/026994.jpg,0.04177,0.29805,0.0
17752,rgb/017752.jpg,0.0,0.38824,0.0
36613,rgb/036613.jpg,0.1389,0.33727,0.0
45169,rgb/045169.jpg,-0.0,0.27452,0.0
29075,rgb/029075.jpg,0.2608,0.00015,0.0
30706,rgb/030706.jpg,-0.22831,0.19468,0.0
9617,rgb/009617.jpg,-0.03451,0.34119,0.0
39436,rgb/039436.jpg,-0.0005,0.22354,0.0
29984,rgb/029984.jpg,0.28519,0.21962,0.0
21258,rgb/021258.jpg,0.1157,0.28292,0.0
35094,rgb/035094.jpg,-0.05021,0.32894,0.0
28826,rgb/028826.jpg,-0.00927,0.36079,0.0
25349,rgb/025349.jpg,0.2766,0.14119,0.0
34214,rgb/034214.jpg,-0.0983,0.28629,0.0
29078,rgb/029078.jpg,0.27834,6e-05,0.0
13497,rgb/013497.jpg,-0.0,0.36079,0.0
37966,rgb/037966.jpg,0.04002,0.30197,0.0
31212,rgb/031212.jpg,-0.09796,0.37648,0.0
7657,rgb/007657.jpg,0.1932,0.08237,0.0
24256,rgb/024256.jpg,0.18339,0.25099,0.0
35708,rgb/035708.jpg,0.14074,0.30957,0.0
30273,rgb/030273.jpg,0.28545,0.23138,0.0
23867,rgb/023867.jpg,0.04225,0.23628,0.0
18698,rgb/018698.jpg,0.07442,0.39051,0.0
7695,rgb/007695.jpg,0.25745,0.25683,0.0
29135,rgb/029135.jpg,0.19342,0.32298,0.0
35745,rgb/035745.jpg,0.14639,0.316,0.0
37799,rgb/037799.jpg,0.21771,0.21103,0.0
39620,rgb/039620.jpg,0.06523,0.24315,0.0
4891,rgb/004891.jpg,0.02126,0.38824,0.0
26601,rgb/026601.jpg,0.25852,0.17939,0.0
26642,rgb/026642.jpg,0.19506,0.2627,0.0
30274,rgb/030274.jpg,0.28493,0.23138,0.0
692,rgb/000692.jpg,0.13607,0.30981,0.0
46051,rgb/046051.jpg,0.12076,0.27452,0.0
38079,rgb/038079.jpg,0.06512,0.30197,0.0
43503,rgb/043503.jpg,-0.1867,0.22354,0.0
2393,rgb/002393.jpg,-0.1023,0.09599,0.0
20287,rgb/020287.jpg,0.15249,0.21177,0.0
33741,rgb/033741.jpg,-0.05103,0.34119,0.0
22793,rgb/022793.jpg,0.25473,0.28028,0.0
30288,rgb/030288.jpg,0.24761,0.23138,0.0
34481,rgb/034481.jpg,-0.12164,0.30197,0.0
7154,rgb/007154.jpg,0.21492,0.23108,0.0
4364,rgb/004364.jpg,0.06224,0.38824,0.0
15106,rgb/015106.jpg,-0.1564,0.27326,0.0
11102,rgb/011102.jpg,-0.08823,0.31711,0.0
39575,rgb/039575.jpg,0.0,0.24315,0.0
19296,rgb/019296.jpg,-0.0222,0.33697,0.0
31220,rgb/031220.jpg,-0.10993,0.37648,0.0
34108,rgb/034108.jpg,-0.06641,0.27286,0.0
9498,rgb/009498.jpg,-0.00707,0.33727,0.0
2619,rgb/002619.jpg,0.15053,0.15315,0.0
42057,rgb/042057.jpg,0.28766,0.14159,0.0
30684,rgb/030684.jpg,-0.1715,0.03531,0.0
979,rgb/000979.jpg,-0.00106,0.35295,0.0
8622,rgb/008622.jpg,-0.05108,0.33334,0.0
15752,rgb/015752.jpg,-0.21103,0.34119,0.0
24873,rgb/024873.jpg,0.25463,0.36796,0.0
22321,rgb/022321.jpg,0.12505,0.17674,0.0
22833,rgb/022833.jpg,0.07551,0.32354,0.0
15675,rgb/015675.jpg,-0.21298,0.34119,0.0
3877,rgb/003877.jpg,-0.03589,0.43138,0.0
24841,rgb/024841.jpg,0.20982,0.20066,0.0
30728,rgb/030728.jpg,-0.26053,0.27311,0.0
29124,rgb/029124.jpg,0.23329,0.29363,0.0
34177,rgb/034177.jpg,-0.13087,0.28625,0.0
37531,rgb/037531.jpg,-0.1347,0.09025,0.0
23834,rgb/023834.jpg,0.04395,0.22836,0.0
30672,rgb/030672.jpg,-0.12135,0.03543,0.0
36623,rgb/036623.jpg,0.134,0.33727,0.0
29439,rgb/029439.jpg,0.10531,0.31374,0.0
43624,rgb/043624.jpg,0.03079,0.38321,0.0
16189,rgb/016189.jpg,0.12505,0.37616,0.0
11900,rgb/011900.jpg,-0.02489,0.38432,0.0
34112,rgb/034112.jpg,-0.07233,0.27668,0.0
15182,rgb/015182.jpg,-0.0884,0.34903,0.0
22787,rgb/022787.jpg,0.29589,0.27067,0.0
30024,rgb/030024.jpg,0.20599,0.21962,0.0
34417,rgb/034417.jpg,-0.19808,0.28717,0.0
30026,rgb/030026.jpg,0.18023,0.21962,0.0
41276,rgb/041276.jpg,-0.0208,0.29021,0.0
35725,rgb/035725.jpg,0.14716,0.3128,0.0
7708,rgb/007708.jpg,0.26636,0.26262,0.0
708,rgb/000708.jpg,0.087,0.30981,0.0
13880,rgb/013880.jpg,-0.0722,0.16864,0.0
1134,rgb/001134.jpg,0.21622,0.23567,0.0
25309,rgb/025309.jpg,0.19098,0.14119,0.0
30397,rgb/030397.jpg,-0.04388,0.23138,0.0
27166,rgb/027166.jpg,0.08371,0.29805,0.0
44287,rgb/044287.jpg,0.19345,0.27452,0.0
39702,rgb/039702.jpg,-0.09684,0.24315,0.0
43582,rgb/043582.jpg,-0.09799,0.22354,0.0
32674,rgb/032674.jpg,-0.05177,0.34119,0.0
15689,rgb/015689.jpg,-0.21133,0.34119,0.0
7749,rgb/007749.jpg,0.26737,0.26668,0.0
37838,rgb/037838.jpg,0.12773,0.24419,0.0
26898,rgb/026898.jpg,-0.00011,0.29805,0.0
16135,rgb/016135.jpg,0.2445,0.16641,0.0
45583,rgb/045583.jpg,-0.05092,0.27452,0.0
30715,rgb/030715.jpg,-0.23519,0.2633,0.0
4418,rgb/004418.jpg,0.07863,0.38824,0.0
2653,rgb/002653.jpg,0.1601,0.13335,0.0
27866,rgb/027866.jpg,0.17541,0.34118,0.0
29955,rgb/029955.jpg,0.21469,0.21952,0.0
44447,rgb/044447.jpg,0.09692,0.27452,0.0
33570,rgb/033570.jpg,-0.04626,0.34119,0.0
9441,rgb/009441.jpg,-0.0,0.33727,0.0
23708,rgb/023708.jpg,0.13508,0.1608,0.0
35251,rgb/035251.jpg,-0.0,0.33334,0.0
13916,rgb/013916.jpg,-0.04007,0.36054,0.0
29486,rgb/029486.jpg,-0.04531,0.31374,0.0
815,rgb/000815.jpg,0.08612,0.35291,0.0
39861,rgb/039861.jpg,0.18717,0.29021,0.0
23220,rgb/023220.jpg,0.09863,0.20758,0.0
24376,rgb/024376.jpg,-0.04046,0.32886,0.0
38112,rgb/038112.jpg,0.0538,0.30197,0.0
25794,rgb/025794.jpg,0.22571,0.17648,0.0
7849,rgb/007849.jpg,-0.04361,0.3429,0.0
22386,rgb/022386.jpg,0.22831,0.34943,0.0
25008,rgb/025008.jpg,-0.00247,0.31809,0.0
21811,rgb/021811.jpg,-0.0,0.36864,0.0
29980,rgb/029980.jpg,0.28397,0.21962,0.0
191,rgb/000191.jpg,0.043,0.0,0.0
